OBJECTID,EDITNOTES,Cnt_EDITNOTES
-1,SPLIT for new roads + Added FENAME/FETYPE + Added ADDRESSES,2
-1,Split for new roads + COMPLETELY REPOSITIONED + Corrected ADDRESS RANGES,3
-1,SPLIT for new segment + REALIGNED + Adjusted ADDRESSES + Note TRAFALIGN (""-""),1
-1,SPLIT for new segment intersection + REALIGNED + Adjusted ADDRESSES,1
-1,SPLIT for new segments + Added FENAME,1
-1,SPLIT for new segments + REPOSITIONED + Added FENAME,1
-1,"SPLIT for new, intersecting roadway + Corrected ADDRESS RANGES",2
-1,Split for newroad + Corrected FENAME/FETYPE + Corrected ADDRESSES + REPOSITIONED,1
-1,Split for newroad + Repositioned + Added FEDIRP + Added ADDRESSES,2
-1,split for newroad Sunrise Dr and corrected address ranges,2
-1,"split for newroad, 20120621 Corrected ADDRESS RANGES",2
-1,"split for newroad, 20150603 SPLIT for new road + Adjusted ADDRESS RANGES",2
-1,"split for newroad, corrected address range",2
-1,"split for Novi Pl, 20120604corrected address ranges",2
-1,"split for Pacific, Added Intercounty Highway designation to FENAME2",2
-1,Split for PRIVATE CUL-DE-SAC (FCC = A43) + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for private cul-de-sac (FCC = A43) + Repositioned + Corrected ADDRESS RANGES,1
-1,SPLIT for private cul-de-sac (THIS segment FCC=A43) + Corrected ADDRESS RANGES,1
-1,Split for proper location of Carlton Ct (East) + Added ADDRESSES,2
-1,SPLIT for public/private (this is 150' certified portion) + Fix FENAME/FETYPE + Fix ADDRESSES + REPOSITION,1
-1,SPLIT for reconfigured roadway + Completely REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2,1
-1,SPLIT for reconfigured roadway + REPOSITIONED + Corrected FENAME/FETYPE + Added FENAME2/FETYPE2 + Note TRAFALIGN = ""+"",1
-1,SPLIT for Road Name Change + Adjusted ADDRESS RANGES,1
-1,SPLIT for Road Name Change + Corrected FENAME/FETYPE & ADDRESS RANGES,1
-1,SPLIT for road name/address change + REPOSITIONED + Corrected FEDIRP/FENAME + Corrected ADDRESSES,1
-1,SPLIT for roadname change + Corrected ADDRESS RANGES,1
-1,SPLIT for roadname change + Corrected FENAME/FETYPE + Corrected ADDRESS RANGES,1
-1,split for roadname problem,1
-1,split for roadname problem corrected to Geneva Lake Dr,1
-1,"split for roadname, corrected roadname, added address ranges",1
-1,"split for roadname, corrected roadname, corrected ranges",1
-1,SPLIT for roadname/address change + Added ADDRESS RANGES,1
-1,"SPLIT for roadname/address change + Corrected FETYPE (this is CT, not AVE)",1
-1,SPLIT for roadname/address change + REPOSITIONED + Added FEDIRP + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected ADDRESS RANGES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED + Corrected FETYPE + Corrected ADDRESSES,1
-1,SPLIT for roadname/address change + REPOSITIONED entire segment + Fixed ADDRESSES,2
-1,SPLIT for roadname/address correction + REPOSITIONED + Added ADDRESSES,1
-1,SPLIT for roadname/address correction + REPOSITIONED + Fixed FENAME/FETYPE + Added ADDRESSES,1
-1,SPLIT for roadname/addressing change + Corrected ADDRESS RANGES,1
-1,split for roadrange,2
-1,split for Schoolhouse Ln an shift position,2
-1,SPLIT for Service St + REPOSITIONED entire segment + Added ADDRESSES,2
-1,SPLIT for status (FCC) change + Adjusted ADDRESS RANGES,1
-1,SPLIT for status change (FCC=""A90) - Road OBLITERATED + Adjusted ADDRESSES,1
-1,SPLIT for status change + FCC = ""A00"" (Future Road) + Correct FENAME + Correct ADDRESSES,1
-1,SPLIT for status change + REPOSITIONED + Correct FENAME + Correct ADDRESSES,1
-1,SPLIT for two new intersecting roads + Adjusted ADDRESS RANGES,3
-1,Split for Wyngarden Way; Adjusted ADDRESS RANGES,2
-1,SPLIT in two places + Completely REPOSITIONED + Added ADDRESSES,2
-1,SPLIT in two places + Completely REPOSITIONED + Added ADDRESSES + Note TRAFALIGN = ""-"",1
-1,SPLIT into 3 segments + REPOSITIONED + Corrected ADDRESS RANGES,2
-1,SPLIT into multiple segments for new roads + Fix ADDRESSES + Fix FENAME/FENAME2 + REPOSITIONED,8
-1,SPLIT off private cul-de-sac + Repositioned + Corrected ADDRESS RANGES,2
-1,Splitfor FCC (""A32"") and LEGALSYSTEM (""3"") - This is a Certified County Local Road + Added FENAME2/FETYPE2 + REPOSITIONE,1
-1,Splitfor FCC / LEGALSYSTEM - Other portion is a Certified County Local Road + Added FENAME2/FETYPE2 + REPOSITIONED,2
-1,"This is a COUNTY LOCAL cul-de-sac, not private + FCC = ""A33"" + LEGALSYSTEM = 3",1
-1,THIS IS AN ""A90"" (FCC) - Ask ACRC if there's a doubt. Also Added ADDRESSES.,1
-1,"THIS is the certified segment, not Lake Mich Dr. FCC = A32, LEGALSYSTEM = 3 (Verified with Allegan Co Rd Comm)",1
-1,"THIS is the NOT certified segment (that's 117th) FCC = A41, LEGALSYSTEM = 0 (Verified with Allegan Co Rd Comm)",1
-1,this one had some funky data in it,1
-1,This street NO LONGER PHYSICALLY EXISTS IN REALITY; Please change FCC to A90,1
-1,TRUNCATED east end of segment for roundabout + Corrected ADDRESS RANGES,1
-1,updated surface to Paved,2
-1,"updated surface to Paved, 20120611 corrected address ranges",3
